courseName,className,units,description,section,session,type,time,days,registered,instructor,location
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67356D,735,Lecture,11:55-1:15pm,Monday,0 of 9,Brittani Morris,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67357D,735,Lecture,4:00-5:20pm,Monday,0 of 12,Tina Fietsam,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67358D,735,Lecture,5:40-7:00pm,Monday,0 of 12,Tina Fietsam,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67359D,735,Lecture,7:00-8:20am,Tuesday,0 of 12,Adele Kelso,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67360D,735,Lecture,8:40-10:00am,Tuesday,0 of 12,Adele Kelso,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67361D,735,Lecture,7:00-8:20am,Wednesday,0 of 12,Phil Meyer,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67362D,735,Lecture,8:40-10:00am,Wednesday,0 of 10,Phil Meyer,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67363D,735,Lecture,10:15-11:35am,Wednesday,0 of 6,Jacquelyn Williams Brooks,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67364D,735,Lecture,11:55-1:15pm,Wednesday,0 of 5,Jacquelyn Williams Brooks,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67365D,735,Lecture,4:45-6:05pm,Wednesday,0 of 11,Sofia Martinez,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67366D,735,Lecture,6:30-7:50pm,Wednesday,0 of 12,Sofia Martinez,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67367D,735,Lecture,10:15-11:35am,Thursday,0 of 9,Virginia Hernandez,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67368D,735,Lecture,11:55-1:15pm,Thursday,0 of 8,Virginia Hernandez,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67369D,735,Lecture,8:40-10:00am,Tuesday,0 of 10,Kathleen Bargar Viarengo,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67370D,735,Lecture,10:15-11:35am,Tuesday,0 of 7,Kathleen Bargar Viarengo,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67371D,735,Lecture,4:45-6:05pm,Wednesday,0 of 12,Kathryn Kay,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67372D,735,Lecture,6:30-7:50pm,Wednesday,0 of 12,Kathryn Kay,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67373D,735,Lecture,4:00-5:20pm,Thursday,0 of 11,Stacy Story,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67374D,735,Lecture,5:40-7:00pm,Thursday,0 of 12,Stacy Story,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67375D,735,Lecture,5:40-7:00pm,Thursday,0 of 12,Monica Puentes,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67376D,735,Lecture,7:00-8:20am,Tuesday,0 of 11,Stacey Carter,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67377D,735,Lecture,8:40-10:00am,Tuesday,0 of 12,Stacey Carter,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67378D,735,Lecture,7:00-8:20am,Wednesday,0 of 12,Melissa Singh,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67379D,735,Lecture,8:40-10:00am,Wednesday,0 of 6,Melissa Singh,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67380D,735,Lecture,4:00-5:20pm,Thursday,0 of 12,Danielle Brown,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67381D,735,Lecture,7:00-8:20am,Tuesday,0 of 11,Mary Baron,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67382D,735,Lecture,8:40-10:00am,Tuesday,0 of 9,Mary Baron,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67383D,735,Lecture,7:00-8:20am,Wednesday,0 of 11,Mini Datta,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67384D,735,Lecture,8:40-10:00am,Wednesday,0 of 7,Mini Datta,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67385D,735,Lecture,4:00-5:20pm,Thursday,0 of 12,Janice Reisch,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67386D,735,Lecture,4:00-5:20pm,Thursday,0 of 12,Renee Michelsen,VAC
SOWK-698A,SOWK 698a: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning that incorporates field experiences&#44 evidenced-based interventions&#44 case vignettes and dialogical inquiry through a Problem Based Learning framework.,67643D,735,Lecture,6:30-7:50pm,Wednesday,0 of 12,,VAC
SOWK-699A,SOWK 699a: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Prerequisite: SOWK 588&#44 SOWK 589ab.Concurrent enrollment SOWK 698a. Graded IP/CR/NC. (Duplicates credit in SOWK 686a),61197D,1,Lecture,TBA,TBA,12 of 12,,OFFICE
SOWK-699A,SOWK 699a: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Prerequisite: SOWK 588&#44 SOWK 589ab.Concurrent enrollment SOWK 698a. Graded IP/CR/NC. (Duplicates credit in SOWK 686a),67388D,735,Lecture,TBA,TBA,0 of 19,Brittani Morris,VAC
SOWK-699A,SOWK 699a: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Prerequisite: SOWK 588&#44 SOWK 589ab.Concurrent enrollment SOWK 698a. Graded IP/CR/NC. (Duplicates credit in SOWK 686a),67389D,735,Lecture,TBA,TBA,0 of 22,Tina Fietsam,VAC
SOWK-699A,SOWK 699a: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Prerequisite: SOWK 588&#44 SOWK 589ab.Concurrent enrollment SOWK 698a. Graded IP/CR/NC. (Duplicates credit in SOWK 686a),67390D,735,Lecture,TBA,TBA,0 of 22,Adele Kelso,VAC
SOWK-699A,SOWK 699a: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Prerequisite: SOWK 588&#44 SOWK 589ab.Concurrent enrollment SOWK 698a. Graded IP/CR/NC. (Duplicates credit in SOWK 686a),67391D,735,Lecture,TBA,TBA,0 of 22,Phil Meyer,VAC
SOWK-699A,SOWK 699a: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Prerequisite: SOWK 588&#44 SOWK 589ab.Concurrent enrollment SOWK 698a. Graded IP/CR/NC. (Duplicates credit in SOWK 686a),67392D,735,Lecture,TBA,TBA,0 of 11,Jacquelyn Williams Brooks,VAC
SOWK-699A,SOWK 699a: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Prerequisite: SOWK 588&#44 SOWK 589ab.Concurrent enrollment SOWK 698a. Graded IP/CR/NC. (Duplicates credit in SOWK 686a),67393D,735,Lecture,TBA,TBA,0 of 23,Sofia Martinez,VAC
SOWK-699A,SOWK 699a: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Prerequisite: SOWK 588&#44 SOWK 589ab.Concurrent enrollment SOWK 698a. Graded IP/CR/NC. (Duplicates credit in SOWK 686a),67394D,735,Lecture,TBA,TBA,0 of 15,Virginia Hernandez,VAC
SOWK-699A,SOWK 699a: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Prerequisite: SOWK 588&#44 SOWK 589ab.Concurrent enrollment SOWK 698a. Graded IP/CR/NC. (Duplicates credit in SOWK 686a),67395D,735,Lecture,TBA,TBA,0 of 11,Kathleen Bargar Viarengo,VAC
SOWK-699A,SOWK 699a: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Prerequisite: SOWK 588&#44 SOWK 589ab.Concurrent enrollment SOWK 698a. Graded IP/CR/NC. (Duplicates credit in SOWK 686a),67396D,735,Lecture,TBA,TBA,0 of 20,Kathryn Kay,VAC
SOWK-699A,SOWK 699a: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Prerequisite: SOWK 588&#44 SOWK 589ab.Concurrent enrollment SOWK 698a. Graded IP/CR/NC. (Duplicates credit in SOWK 686a),67397D,735,Lecture,TBA,TBA,0 of 19,Stacy Story,VAC
SOWK-699A,SOWK 699a: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Prerequisite: SOWK 588&#44 SOWK 589ab.Concurrent enrollment SOWK 698a. Graded IP/CR/NC. (Duplicates credit in SOWK 686a),67398D,735,Lecture,TBA,TBA,0 of 10,Monica Puentes,VAC
SOWK-699A,SOWK 699a: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Prerequisite: SOWK 588&#44 SOWK 589ab.Concurrent enrollment SOWK 698a. Graded IP/CR/NC. (Duplicates credit in SOWK 686a),67399D,735,Lecture,TBA,TBA,0 of 15,Stacey Carter,VAC
SOWK-699A,SOWK 699a: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Prerequisite: SOWK 588&#44 SOWK 589ab.Concurrent enrollment SOWK 698a. Graded IP/CR/NC. (Duplicates credit in SOWK 686a),67400D,735,Lecture,TBA,TBA,0 of 16,Melissa Singh,VAC
SOWK-699A,SOWK 699a: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Prerequisite: SOWK 588&#44 SOWK 589ab.Concurrent enrollment SOWK 698a. Graded IP/CR/NC. (Duplicates credit in SOWK 686a),67401D,735,Lecture,TBA,TBA,0 of 11,Danielle Brown,VAC
SOWK-699A,SOWK 699a: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Prerequisite: SOWK 588&#44 SOWK 589ab.Concurrent enrollment SOWK 698a. Graded IP/CR/NC. (Duplicates credit in SOWK 686a),67402D,735,Lecture,TBA,TBA,0 of 13,Mary Baron,VAC
SOWK-699A,SOWK 699a: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Prerequisite: SOWK 588&#44 SOWK 589ab.Concurrent enrollment SOWK 698a. Graded IP/CR/NC. (Duplicates credit in SOWK 686a),67403D,735,Lecture,TBA,TBA,0 of 10,Mini Datta,VAC
SOWK-699A,SOWK 699a: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Prerequisite: SOWK 588&#44 SOWK 589ab.Concurrent enrollment SOWK 698a. Graded IP/CR/NC. (Duplicates credit in SOWK 686a),67404D,735,Lecture,TBA,TBA,0 of 11,Janice Reisch,VAC
SOWK-699A,SOWK 699a: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Prerequisite: SOWK 588&#44 SOWK 589ab.Concurrent enrollment SOWK 698a. Graded IP/CR/NC. (Duplicates credit in SOWK 686a),67405D,735,Lecture,TBA,TBA,0 of 9,Renee Michelsen,VAC
SOWK-699A,SOWK 699a: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Prerequisite: SOWK 588&#44 SOWK 589ab.Concurrent enrollment SOWK 698a. Graded IP/CR/NC. (Duplicates credit in SOWK 686a),67646D,735,Lecture,TBA,TBA,0 of 12,,VAC
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60406D,274,Lecture,2:00-3:50pm,Thursday,10 of 18,Traysi Handel,OCAC
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60456D,1,Lecture,11:00-12:50pm,Thursday,14 of 18,Samantha Bothast,SOSB52
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60490D,1,Lecture,1:00-2:50pm,Thursday,14 of 18,Christina Paddock,SOSB52
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60541D,1,Lecture,4:10-6:00pm,Tuesday,11 of 18,Rosamaria Alamo,MRF338
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60544D,1,Lecture,4:10-6:00pm,Tuesday,11 of 18,Ricardo Ornelas,MRF206
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60546D,1,Lecture,11:00-12:50pm,Thursday,17 of 18,Margarita Artavia,MRF303
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60547D,1,Lecture,11:00-12:50pm,Thursday,17 of 18,Kim Goodman,MRF204
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60548D,1,Lecture,11:00-12:50pm,Thursday,18 of 18,Vivien Villaverde,SWC106
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60609D,1,Lecture,4:10-6:00pm,Thursday,13 of 18,Greta Durelli,WPHB30
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60610D,1,Lecture,11:00-12:50pm,Thursday,14 of 18,Anne Smith,SOSB48
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60673D,1,Lecture,9:00-10:50am,Saturday,9 of 18,Rita Bright Davis,CITY E
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60675D,1,Lecture,1:00-2:50pm,Thursday,14 of 18,Holly Sotelo,WPHB26
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60680D,1,Lecture,4:10-6:00pm,Thursday,13 of 18,Nikki Cavalier,CITY E
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60699D,1,Lecture,1:00-2:50pm,Thursday,10 of 18,Debra Waters-Roman,WPHB30
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60703D,1,Lecture,11:00-12:50pm,Thursday,18 of 18,Marcia Cunha,MRF229
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60707D,1,Lecture,11:00-12:50pm,Thursday,18 of 18,Steve Hydon,MRF330
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60710D,1,Lecture,11:00-12:50pm,Thursday,18 of 18,Maria Hu,MRF338
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60711D,1,Lecture,11:00-12:50pm,Thursday,17 of 18,Umeka Franklin,MRF320
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60716D,1,Lecture,1:00-2:50pm,Thursday,10 of 18,Anne Smith,MRF206
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60741D,1,Lecture,4:10-6:00pm,Thursday,18 of 18,Amber Ford,MRF204
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60809D,1,Lecture,4:10-6:00pm,Tuesday,19 of 18,Sandra Hill-Glover,CITY D
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60814D,1,Lecture,11:00-12:50pm,Thursday,17 of 18,Russana Rowles,SOSB41
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60852D,1,Lecture,4:10-6:00pm,Thursday,12 of 18,Rafael Angulo,MRF204
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60854D,274,Lecture,9:00-10:50am,Thursday,10 of 18,Pam Franzwa,OCAC
